"station","year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total"
"JSV",2008,2.73,0.93,1.75,1.71,3.39,0.81,0,0.05,0.22,0.57,1.85,3.02,17.03
"JSV",2009,2.14,0.77,1.42,3.19,0.58,5.49,0,1.05,0,1.14,1.8,1.35,18.93
"JSV",2010,1.27,0.5,1.82,2.75,2.51,1.05,0,0.99,0.54,4.5,1.74,3.65,21.32
"JSV",2011,0.77,1.59,3.08,4.78,2.97,2.17,0,0,0.77,1.06,1.03,0.3,18.52
"JSV",2012,1.5,1.38,1.41,1.91,1.13,0.98,0.02,0.05,0.02,0.78,1.33,4.2,14.71
"JSV",2013,2.07,0.53,0.42,2.43,3.24,1.96,0.16,1.23,1.3,0.48,0.96,0.35,15.13
"JSV",2014,0.5,2.89,4.03,2.1,0.94,0.69,0.9,1.25,0.39,NA,NA,NA,13.69
"KP3",1990,1.59,1.44,0.46,0.65,0.48,0.07,0,0.13,0.24,0,0.57,0.68,6.31
"KP3",1991,0.92,0.99,8.81,0.05,0.18,0,0.01,0.03,0.15,0.49,0.95,1.22,13.8
"KP3",1992,1.18,3.6,1.4,0,0.31,0.02,0.02,0,0,1.25,0,3.44,11.22
"KP3",1993,5.15,4.8,0.95,0,0,0.68,0,0,0,0.11,1.67,1.18,14.54
"KP3",1994,0.83,3.72,1.02,0.79,0.19,0,0.15,0,0.07,0.38,1.46,0.7,9.31
"KP3",1995,8.84,1.65,5.28,0.65,0.47,0.29,0,0.21,0,0,0,2,19.39
"KP3",1996,4.08,4.76,2.04,0.83,0,0,0.16,0.11,0,0.59,2.67,3.73,18.97
"KP3",1997,6.4,0.07,0,0.03,0,0,0.47,0,0.78,0.4,2.02,3.02,13.19
"KP3",1998,2.82,10.55,2.08,1.23,1.35,0.62,0,0.01,0.01,0.12,0.98,0.4,20.17
"KP3",1999,4,0.6,0.58,1.44,0.32,0.02,0.05,0.01,0.02,0,0.26,0,7.3
"KP3",2000,2.01,3.68,1.56,0.72,1.02,0,0,0.08,0,0.98,0.13,0.24,10.42
"KP3",2001,2.51,2.12,0.12,1.82,0,0,0.5,0,0,0.64,2.66,3.09,13.46
"KP3",2002,0.46,0.26,1.54,0.1,0.46,0.52,0,0,0.04,0,6.55,2.99,12.92
"KP3",2003,0.12,2.09,1.29,0.91,0.89,0,0.2,0.57,0.62,0,1.3,1.09,9.08
"KP3",2004,0.23,3.28,0.39,0,0,0,0,0,0,1.29,0.2,3.09,8.48
"KP3",2005,5.8,1.86,2.36,1.1,0.73,0,0,0.84,0.75,0.82,0,2.29,16.55
"KP3",2006,4.09,1.29,3.36,1.96,0.09,0,0.37,0,0.05,0.28,0,2.07,13.56
"KP3",2007,0.43,1.57,0.43,0.51,0,0,0,0,0,0,0.02,2.42,5.38
"KP3",2008,2.97,1.86,0,0,0.35,0,0.4,0,0,0.2,2.1,1.89,9.77
"KP3",2009,0.85,3.15,1.37,0.04,0.41,0.19,0,0,0,0.78,0,2.56,9.35
"KP3",2010,3.78,3.03,0.66,1.93,0.11,0,0,0,0,0,1.73,12.5,23.74
"KP3",2011,2.92,1.2,2.33,0.1,0.76,0.01,0,0.19,0,0.73,0.35,0.39,8.98
"KP3",2012,0.59,0.26,1.44,1.1,0,0,0,0,0,0.14,0.18,2.69,6.4
"KP3",2013,1.32,0.38,0.46,0.19,NA,NA,NA,NA,0,0.48,0.22,0.61,3.66
"KP3",2014,0.32,2.38,0.87,0.8,0.08,0,0,0.3,0,NA,NA,NA,4.75
"KR3",1990,2.5,2.84,0.69,0.04,1.01,0.15,0,0.18,0,0,0.62,0.64,8.67
"KR3",1991,1.72,0.98,11.47,1.37,0.2,0,0,0,0,1.48,1.08,1.53,19.83
"KR3",1992,4.13,4.54,0.66,0,0.11,0,0.05,0.31,0,0.25,2.33,3.03,15.41
"KR3",1993,10.58,3.36,1.68,0.92,0,1.21,0,0,0,0.19,1.72,1.41,21.07
"KR3",1994,1.2,5.56,1.55,1.42,0.43,0,0.02,0,0,1.09,2.05,2.29,15.61
"KR3",1995,12.87,0.33,7.58,0.52,2.02,0.35,0,0,0,0,0,3.38,27.05
"KR3",1996,6.04,7.29,2.78,0.7,0.19,0,0.13,0.42,0,2.58,0.24,6.28,26.65
"KR3",1997,12.23,0,0.21,0.03,0,0,0.89,0,0.53,0.37,0.87,5.3,20.43
"KR3",1998,2.96,14.51,3.24,2.07,2.28,0.27,0,0.45,0.05,0.2,0.94,0.45,27.42
"KR3",1999,4.55,1.32,0.92,1.44,0.09,0,0.74,0.03,0.08,0,0,0,9.17
"KR3",2000,3.01,7.12,1.96,1.24,0.64,0,0,0.24,0.01,1.21,0.6,0.11,16.14
"KR3",2001,3.98,4.16,0.42,3.04,0,0,0.9,0,0,0.73,4.33,5.58,23.14
"KR3",2002,1.19,0.62,1.67,0,0.82,0.23,0,0,0.04,0.13,9.6,4.32,18.62
"KR3",2003,0.07,3.93,2.01,1.3,1.8,0,1.48,0.92,0.26,0,1.08,1.56,14.41
"KR3",2004,2.11,4.08,0.74,0,0,0,0,0,0,1.64,0.1,3.2,11.87
"KR3",2005,8.98,1.93,2.48,1.27,0,0,0.15,0.67,0.71,0.05,0.33,3.55,20.12
"KR3",2006,6.33,1.9,3.5,3.31,0.06,0.21,1.54,0,0,0.08,0.03,2.6,19.56
"KR3",2007,0.52,1.88,1.57,0,0,0,0,0,0,0,0.07,4.01,8.05
"KR3",2008,3.84,6.17,0.04,0,0,0,0.61,0,0,0.07,2.26,3.98,16.97
"KR3",2009,1,4.34,1.37,0.86,1.02,0.25,0,0,0,2.87,0,4.25,15.96
"KR3",2010,5.75,4.01,1.68,2.41,0.23,0,0,0,0,0.54,1.8,12.47,28.89
"KR3",2011,2.92,2.36,4.46,0,NA,NA,NA,NA,NA,2.07,1.13,0,12.94
"KR3",2012,3.58,0.63,2.37,2.31,0,0,0,0.06,0,0.34,0.76,2.51,12.56
"KR3",2013,0,0.16,0.05,0.2,NA,NA,NA,NA,NA,0.72,0.11,0.57,1.81
"LAN",1990,1.18,2.6,0.14,0.34,0.83,0,0,0.02,0,0,0.1,0.03,5.24
"LAN",1991,1.38,2.53,3.96,0,0,0,0.17,0,0.09,0.06,0,2.86,11.05
"LAN",1992,1.61,4.7,5.08,0.18,0.04,0,0.32,0,0,0.5,0,4.16,16.59
"LAN",1993,10.63,5.48,1.83,0,0,0.74,0,0,0,0.09,0.93,0.97,20.67
"LAN",1994,0.33,4.36,1.01,0.44,0.08,0,0,0,0,0.14,0.66,1,8.02
"LAN",1995,12.71,0.62,5.67,0.74,0.61,0.6,0,0,0,0.01,0.1,2.16,23.22
"LAN",1996,1.94,4.19,1.36,0.41,0.05,0,0,0,0,1.46,1.84,4.74,15.99
"LAN",1997,5.13,0.05,0,0,0,0,0,0,0.27,0,2.68,3.67,11.8
"LAN",1998,3.62,13.79,3.24,1.55,2.46,0.1,0,0.01,0.01,0,1.89,0.58,27.25
"LAN",1999,1.17,0.5,2.12,2.23,0,0.57,0,0,0,0,0.3,0,6.89
"LAN",2000,0.87,4.71,2.4,1.88,0,0.01,0,0.03,0.04,1.15,0,0,11.09
"LAN",2001,4.72,7.31,1.29,1.12,0.02,0,0,0.02,0,0.04,1.35,1.25,17.12
"LAN",2002,0.75,0.37,0.27,0.02,0.11,0.05,0,0,0.08,0.05,1.6,1.78,5.08
"LAN",2003,0,3.78,1.66,0.49,0.96,0,0.02,0,0,0.71,0.8,1.14,9.56
"LAN",2004,0.49,4.61,0.77,0.03,0.04,0,0,0,0,3.78,0.11,6.49,16.32
"LAN",2005,6.87,6.95,1.08,0.94,0.33,0,0,0,0.25,1.02,0.47,0.95,18.86
"LAN",2006,1.42,2.03,2.52,1.63,0.6,0.01,0.1,0.01,0,0,0.25,0.61,9.18
"LAN",2007,0.39,0.82,0.09,0.36,0,0,0.01,0,0.49,0.69,0.5,1.59,4.94
"LAN",2008,4.67,2.17,0.03,0.03,0.11,0,0,0,0,0,1.5,2.51,11.02
"LAN",2009,0.51,3.41,0.05,0,0,0.15,0,0,0,1.31,0,2.05,7.48
"LAN",2010,4.3,3.23,0.21,1.25,0.08,0,0,0,0,1.56,0.59,8.83,20.05
"LAN",2011,0.81,1.47,4.04,0,0.53,0.02,0,0,0.01,0.63,1.69,0.67,9.87
"LAN",2012,1.19,0.12,1.78,1.51,0.01,0,0,0,0,0.15,1.31,2.82,8.89
"LAN",2013,1.3,0.2,0.66,0.06,0.39,0,0.03,0,0,0.02,0.69,0.3,3.65
"LAN",2014,0,2.79,0.36,0.26,0,0,0.14,0.03,0.02,NA,NA,NA,3.6
"LCC",1997,5.58,0.06,0,0,0,0,0,0,0.45,0,2.06,2.52,10.67
"LCC",1998,4.12,13.68,4.06,0.97,3.1,0.05,0,0,0.01,0,1.32,0.54,27.85
"LCC",1999,1.85,0.56,1.24,2.57,0.02,0.98,0,0,0,0,0.44,0.4,8.06
"LCC",2000,0.88,5.54,2.82,1.49,0,0,0,0.07,0.15,0.98,0,0,11.93
"LCC",2001,5.59,8.87,1.17,1.11,0,0,0,0,0,0.06,1.41,1.38,19.59
"LCC",2002,0.8,0.29,0.32,0.09,0.05,0.01,0,0,0,0.05,2.36,3.32,7.29
"LCC",2003,0,4.64,4.31,0.71,1.02,0.01,0,0,0,0.53,0.8,1.35,13.37
"LCC",2004,0.47,4.89,1.17,0.04,0,0,0,0,0,4.56,0.2,8.77,20.1
"LCC",2005,9.32,11.02,2.14,1.05,0.19,0,0,0,0.29,1.35,0.22,1.03,26.61
"LCC",2006,2.06,2.37,2.87,2.15,0.85,0,0,0,0,0.34,0.16,0.81,11.61
"LCC",2007,0.19,0.92,0.05,0.74,0,0,0,0,0.52,0.95,0.56,1.73,5.66
"LCC",2008,7.97,1.64,0.01,0.04,0.11,0,0,0,0,0.02,1.85,2.79,14.43
"LCC",2009,0.34,3.57,0.33,0.03,0,0.15,0,0,0,2.07,0.01,2.89,9.39
"LCC",2010,4.94,4.27,0.48,1.65,0.05,0,0,0,0,0.94,0.53,10.23,23.09
"LCC",2011,0.79,3.29,3.96,0,0.45,0,0,0,0,1.17,1.58,1.01,12.25
"LCC",2012,1.3,0.16,1.75,1.71,0.01,0,0.01,0,0,0.02,1.03,2.16,8.15
"LCC",2013,1.18,0.2,0.54,0,0.71,0,0.09,0,0,0.06,0.62,0.2,3.6
"LCC",2014,0,3.58,1.18,0.35,0,0,0,0.04,0.01,NA,NA,NA,5.16
"LDG",1990,6.41,6.54,3.03,0.5,1.27,0.08,0.02,0.15,0.73,0.15,0.74,2.15,21.77
"LDG",1991,1.62,1.1,26.37,0.48,1.63,0.43,0,0.54,0.16,4.54,2.36,2.37,41.6
"LDG",1992,1.97,8.3,3.94,0.06,0.1,0.08,3.21,0.18,0.11,5.24,0,9.53,32.72
"LDG",1993,14.22,13.46,4.05,0.88,0.08,3.58,0,0.02,0,0.81,3.47,2.86,43.43
"LDG",1994,1.72,11.8,1.38,3.15,1.38,0,0.44,0.05,0.83,2.21,6.47,3.25,32.68
"LDG",1995,17.96,3.11,17.74,2.79,4.02,2.71,0.64,0.03,0.04,0,0.03,8.22,57.29
"LDG",1996,10.47,17.74,6.48,7.26,2.33,0.41,0.35,0.07,0.01,2.25,10.17,18.34,75.88
"LDG",1997,25.25,0.94,0.21,0.25,0.2,0.83,0.71,0,1.25,1.18,4.01,5.87,40.7
"LDG",1998,9.93,19.15,6.32,5.21,4.84,4.96,0.05,0.07,3.17,0.66,3.82,3.33,61.51
"LDG",1999,7.23,4.37,3.29,3.76,0.51,0.52,0.92,0.09,1.07,0.04,2.63,0.24,24.67
"LDG",2000,13.07,16.16,3.99,2.44,1.94,0.66,0,0.5,0.56,6.54,0.51,0.62,46.99
"LDG",2001,7.05,10.16,1.23,7.33,0.09,0,1.57,0,0,1.62,8.61,10.24,47.9
"LDG",2002,3.87,1.91,7.66,1.45,1.58,0.05,0,0,0.03,0.33,11.63,8.86,37.37
"LDG",2003,0.48,5.5,7.33,6.14,3.92,0,2.88,0.42,0.73,0,3.06,13.16,43.62
"LDG",2004,5.68,9.32,1.29,1.04,0.15,0,0.46,0,0.11,7.62,0.56,4.37,30.6
"LDG",2005,12.37,4.79,7.32,2.7,4.57,0.01,0,0,1.32,0.2,0.55,11.81,45.64
"LDG",2006,12.8,6.82,12.19,11.26,1.04,0,0.13,0,0,1.14,1.01,4.89,51.28
"LDG",2007,0.36,8.29,2.7,1.76,0.31,0,0,0.02,0.8,0.71,0.8,7.31,23.06
"LDG",2008,15.24,10.7,1.71,0.01,1.21,0,1.5,0,0.27,1.17,4.93,6.04,42.78
"LDG",2009,5.47,10.99,2.93,2.03,1.91,0.67,0.02,0.41,0.02,8.05,0.59,10.23,43.32
"LDG",2010,8,8.71,4.45,9.26,1.62,0,0.41,0,0,3.17,6.46,27.04,69.12
"LDG",2011,3.56,7.77,13.5,2.6,3.48,1.06,1.78,0.06,0.6,4.48,2.02,0.04,40.95
"LDG",2012,7.45,1.66,5.62,6.31,0.01,0.11,0,0.28,0,1.43,3.97,12.21,39.05
"LDG",2013,2.3,1.1,1.24,0.69,1.14,0,NA,NA,0.41,1.42,0.51,1.68,10.49
"LDG",2014,1.31,4.78,4.09,4.2,1.13,0,0.75,0.39,1.15,NA,NA,NA,17.8
"LGB",1990,NA,NA,0.18,1.08,1.45,0.05,0,0,0,0,0.85,0.18,3.79
"LGB",1991,0.94,3.4,5.39,0.06,0,0,0.01,0,0,0.04,0,1.94,11.78
"LGB",1992,1.52,6.34,5.86,0.2,0,0,0.58,0,0,0.79,0.06,4.95,20.3
"LGB",1993,8.64,5.65,1.9,0,0,0.88,0.01,0,0,0.16,1.13,0.81,19.18
"LGB",1994,0.88,3.42,2.42,0.65,0.35,0,0,0,0,0.35,0.45,1.33,9.85
"LGB",1995,8.2,2.2,4.57,1.3,0,0,0,0,0,0,0.09,1.05,17.41
"LGB",1996,2.44,5.01,1.42,0.22,0,0,0.25,0,0,1.6,3.2,5.15,19.29
"LGB",1997,5.57,0.27,0,0,0,0,0,0,0.55,0,2.97,7.6,16.96
"LGB",1998,2.83,14.12,3.64,2.02,1.17,0.26,0,0,0.5,0.04,1.57,0.84,26.99
"LGB",1999,2.23,1.77,1.4,1.33,0,0.3,0.01,0,0,0,0.12,0.04,7.2
"LGB",2000,0.65,4.23,0.64,1.3,0.1,0,0,0,0.19,2.19,0.12,0,9.42
"LGB",2001,4.41,6.84,0.43,1.56,0.15,0.2,0,0,0,0,1.61,1.35,16.55
"LGB",2002,0.3,0.3,1.07,0.15,0.1,0.05,0,0.05,0,0,1.54,2.84,6.4
"LGB",2003,0,6,4.04,1.97,1.11,0.18,0.16,0,0,0,0.26,0.2,13.92
"LGB",2004,0.04,0.45,1.03,0.13,1.58,0.44,0.63,1.1,0,5.67,0.71,4.18,15.96
"LGB",2005,6.92,7.86,0.92,1.6,0.17,0.17,0,0,0.2,0.32,0.25,0.55,18.96
"LGB",2006,1,1.1,2.79,1.77,0.5,0,0,0,0,0,0.17,1.07,8.4
"LGB",2007,0.79,1.17,0.24,0.6,0,0,0,0,1.04,0.21,1.68,0.6,6.33
"LGB",2008,1.13,2.52,0.02,0.13,0.22,0,0,0,0,0,1.93,0.31,6.26
"LGB",2009,0.06,3.18,0.07,0.05,0.07,0.09,0,0,0,0.36,0.01,0.4,4.29
"LGB",2010,0.89,2.84,0.15,0.99,0.03,0.04,0.16,0.01,0,3.07,0.63,11.05,19.86
"LGB",2011,0.72,1.37,2.12,0.24,0.36,0.04,0,NA,0.03,0.23,0.87,0.28,6.26
"LGB",2012,0.78,1.04,0.75,1.34,0.15,0,0.53,0,0.03,0.61,0.64,2.03,7.9
"LGB",2013,1.28,0.34,0.69,0.02,0.3,0.07,0.06,0,0.01,1.91,0.48,0.29,5.45
"LGT",1990,7.1,4.54,2.55,0.69,7.68,0,0,0,0,0.18,0.85,2.53,26.12
"LGT",1991,1.4,5.5,22.19,1.72,0.41,0.39,0,0.33,0.03,5.53,1.68,4.86,44.04
"LGT",1992,2.91,13.17,7.73,1.66,0,1.87,0.04,0.09,0,4.2,0.64,15.26,47.57
"LGT",1993,20.46,11.15,4.17,4.09,1.79,0.8,0,0,0,1.18,4.9,6.46,55
"LGT",1994,4.23,9.7,0.75,2.45,1.97,0.15,0,0,0.02,0.83,16.27,8.2,44.57
"LGT",1995,31.46,1.39,20.2,4.28,3.2,1,0,0,0,0,0.47,15.23,77.23
"LGT",1996,32.08,18.98,3.99,7.31,4.53,0.1,0,0,0.11,1.75,6.53,23.71,99.09
"LGT",1997,15.52,0.57,1.88,0.97,0.45,0.34,0,1.12,0.33,2.6,14.63,5.66,44.07
"LGT",1998,22.24,29.75,4.53,4.41,6.01,0.02,0,0,0.03,1.39,11.18,2.44,82
"LGT",1999,9.15,16.5,7.36,4.74,0.22,0.1,0,0,0.06,1.38,4.58,0.84,44.93
"LGT",2000,11.48,21.13,3.08,3.81,2.71,0.19,0.03,0,0.11,4.42,1.73,1.77,50.46
"LGT",2001,8.77,12.91,2.89,0.88,0,0.66,0,0,0.18,1.19,14.24,22.5,64.22
"LGT",2002,6.39,3.5,5.12,0.68,1.18,0,0,0,0,0,4.81,29.61,51.29
"LGT",2003,6.07,4.25,3.16,6.09,2.72,0,0.01,0,0.01,0.25,4.98,18.64,46.18
"LGT",2004,7.5,12.98,1.67,1.32,0.1,0,0,0,0.25,3.81,3.06,19.5,50.19
"LGT",2005,8,9,12.5,3.6,2.75,0.42,0,0,0.01,0.73,3.2,27.13,67.34
"LGT",2006,8.08,5.41,16.43,11.57,0.48,0,0,0,0,0.5,4.96,8.9,56.33
"LGT",2007,0.97,16.46,0.56,2.84,1.12,0,0,0,0.04,4.16,0.89,7.7,34.74
"LGT",2008,22.05,5.63,0.29,0.39,0.09,0,0,0,0,2.14,5.59,4.77,40.95
"LGT",2009,1.08,19.28,5.76,1.27,3.04,0.01,0,0,0.2,9.63,1.2,6.52,47.99
"LGT",2010,12.23,9.35,8.4,8.24,2.47,0,0,0,0.01,7.43,5.36,16.4,69.89
"LGT",2011,3.3,9.08,19.84,NA,NA,3.47,0,0,0.02,3.4,5.06,0.24,44.41
"LGT",2012,8.21,2.67,17.6,2.97,0.17,0.17,0.04,0,0.02,3.97,12.53,16.75,65.1
"LGT",2013,1.26,0.81,1.41,1.63,0.06,1.87,0,0.03,1.11,0.02,1.46,1.17,10.83
"LGT",2014,0.01,21.34,5.8,2.28,0.18,0,0.04,0,0.67,NA,NA,NA,30.32
"LMC",1990,2.59,2.3,1.03,0.64,1.55,0,0,0,0,0,0.54,0.65,9.3
"LMC",1991,0.53,0.23,9.05,0.03,0.1,0,0,0,0.07,1.18,0.23,1.3,12.72
"LMC",1992,1.76,3.92,2.24,0,0.05,0,0,0.02,0.02,1.81,0,3.81,13.63
"LMC",1993,5.25,4.27,2.65,0.23,0.23,1.55,0,0,0,0.43,1.24,1.44,17.29
"LMC",1994,1.28,2.48,1.22,1.2,1.43,0,0,0,1.44,0.26,2.04,1.95,13.3
"LMC",1995,6.45,0.97,7.87,1.25,2.46,0.42,0,0,0,0,0,2.09,21.51
"LMC",1996,2.79,3.68,1.02,1.41,0.32,0,0,0,0,1.27,3.93,5.1,19.52
"LMC",1997,6.97,0.6,1.35,0,0,0,0.04,0,0,0.47,3.49,2.27,15.19
"LMC",1998,4.4,6.43,4.96,4.07,1.58,0.67,0,0,0.05,0.22,1.36,1.07,24.81
"LMC",1999,5.09,1.63,1.02,2.15,0.05,0,0,0,0.17,0,1.12,0,11.23
"LMC",2000,3.03,5.99,2.69,1.48,0.71,0.69,0,0,0.07,1.65,0.08,0.06,16.45
"LMC",2001,3.13,2.45,0.26,3.58,0,0,0.1,0,0,0.3,2.69,3.98,16.49
"LMC",2002,1.26,0.4,1.33,0.7,0.56,0,0,0,0,0,2.99,2.54,9.78
"LMC",2003,0.31,2.16,0.67,2.33,1.28,0,0.08,0,0,0.09,0.92,3.05,10.89
"LMC",2004,1.18,3.04,0.62,0.02,0,0,0,0,0,2.21,1.43,2.19,10.69
"LMC",2005,4.23,2.04,2.92,0.54,2.67,0,0,0.02,0,0.32,0.13,2.29,15.16
"LMC",2006,4.81,0.92,4.56,4.75,0.53,0,0,0,0,0.18,0.12,2.15,18.02
"LMC",2007,0.85,2.49,2.08,0.73,0.05,0,0,0,0.37,1.61,0.37,1.9,10.45
"LMC",2008,2.86,2.46,0.12,0,0.75,0,0,0,0,0.05,2.14,1.88,10.26
"LMC",2009,1.27,2.39,0.59,0.67,0.42,0.33,0,0,0,1.16,0.14,2.69,9.66
"LMC",2010,3.4,4.04,0.92,3.82,0.16,0,0,0,0,1.5,2.34,8.74,24.92
"LMC",2011,1.9,1.31,4.66,0.53,0.42,0.45,0,0,0.01,0.99,1.07,0.05,11.39
"LMC",2012,1.75,0.66,3.04,4.11,0.01,0,0,0,0,0.12,0.95,3.13,13.77
"LMC",2013,0.85,0.89,0.54,0.18,0.49,0,0.05,0.1,0,0.07,0.58,0.32,4.07
"LMC",2014,0.55,1.44,1.35,1.42,0.27,0,0,0,0.02,NA,NA,NA,5.05
"LND",1990,2.25,1.53,0.78,0.58,0.26,0,0,0,0.07,0.03,0.36,0.43,6.29
"LND",1991,0.41,0.4,8.44,0.05,0.01,0,0,0,0.33,1.12,0.22,1.29,12.27
"LND",1992,1.91,3.54,1.43,0,0.03,0,0,0,0,1.35,0,3.52,11.78
"LND",1993,4.08,3.46,2.23,0.14,0.05,1.17,0,0,0,0.73,2.23,1.33,15.42
"LND",1994,0.85,2.31,0.97,2.25,1.05,0,0,0,0.47,0.93,2.14,1.56,12.53
"LND",1995,5.41,0.23,6.4,0.97,1.92,0.52,0,0,0,0,0,2.1,17.55
"LND",1996,2.73,3.43,1.45,0.71,0.19,0.19,0,0,0,1.38,2.34,4.6,17.02
"LND",1997,4.88,0.35,0.01,0,0,0,0,0,0,0.32,2.88,2.02,10.46
"LND",1998,3.74,5.84,5.15,2.63,1.33,0.37,0,0,0.05,0.44,0.82,0.97,21.34
"LND",1999,5.96,1.22,0.61,2.08,0,0,0,0,0.13,0,0.9,0,10.9
"LND",2000,1.99,5.27,1.84,1.92,0.56,0.31,0,0.01,0,1.39,0.02,0.04,13.35
"LND",2001,2.69,2.14,0.11,1.86,0,0,0.25,0,0,0.29,0,3.09,10.43
"LND",2002,1.23,0.25,1.36,0.71,0.18,0,0,0,0,0,2.98,2.53,9.24
"LND",2003,0.28,2.41,0.72,1.71,1.15,0,0.01,0.05,0,0,1.14,2.27,9.74
"LND",2004,1.05,2.99,0.89,0.3,0,0,0,0,0,1.85,0.96,1.21,9.25
"LND",2005,3.6,1.72,2.72,0.56,2.41,0,0,0,0.02,0.37,0.13,1.4,12.93
"LND",2006,2.49,0.64,3.18,4.96,0.42,0,0,0,0,0.21,0.01,1.85,13.76
"LND",2007,0.32,1.62,0.88,1.28,0.06,0,0,0.05,0.46,1.43,0.2,1.98,8.28
"LND",2008,3.07,2.63,0.03,0,0.47,0,0,0,0,0.02,1.7,1.61,9.53
"LND",2009,1.03,1.79,0.32,0.94,0.96,0.09,0,0,0.02,0.89,0.04,2.5,8.58
"LND",2010,3.24,2.56,0.62,2.76,0.19,0,0.08,0,0,0.88,2.27,8.11,20.71
"LND",2011,1.56,1.83,4.04,0.71,0.48,0.38,0,0.03,0.02,1.01,1.08,0,11.14
"LND",2012,1.45,0.34,2.27,3.85,0,0,0,0,0,0.06,0.94,2.24,11.15
"LND",2013,0.46,1.01,1.01,0.01,0.21,0,0,0.02,0,0.01,0.52,0.04,3.29
"LND",2014,0.43,1.3,0.8,1.17,0.26,0,0,0,0.04,NA,NA,NA,4
"LSB",1990,1.54,1.19,0.47,0.25,1.87,0,0,0,0.08,0.13,0.39,0.53,6.45
"LSB",1991,0.2,1.44,3.36,0.46,0.3,0.05,0,0.21,0,0.48,0.26,0.77,7.53
"LSB",1992,1.09,3.35,2.15,0,0,0.01,0.52,0,0,0.3,0.02,1.66,9.1
"LSB",1993,5.02,3.36,2.01,0.04,0.52,0.38,0,0,0,0.14,0.53,0.83,12.83
"LSB",1994,1.6,2.58,0.16,NA,1.17,0,0,0,0.1,0.37,1.22,0.66,7.86
"LSB",1995,5.77,0.43,3.79,0.87,0.63,0.12,0.03,0,0,0,0,2.02,13.66
"LSB",1996,2.33,3.45,1.47,0.71,0.9,0.06,0,0,0,1.46,1.77,3.54,15.69
"LSB",1997,4.6,0.23,0.03,0.28,0.15,0,0,0,0,0.08,2.68,2.29,10.34
"LSB",1998,3.41,8.08,2.08,1.16,3.87,0.43,0,0,0,0.66,0.94,0.45,21.08
"LSB",1999,1.25,1.5,1.44,0.71,0.08,0,0,0,0,0,0.46,0.33,5.77
"LSB",2000,2.89,2.65,0.63,1.18,0.14,0.14,0,0,0.09,2.58,0.22,0.16,10.68
"LSB",2001,1.88,1.81,1.3,0.83,0,0,0,0,0.1,0.27,1.15,2.2,9.54
"LSB",2002,0.82,0.16,0.84,0.14,0.2,0,0,0,0.05,0,1.17,3.47,6.85
"LSB",2003,0.58,1.16,0.7,0.81,0.47,0,0,0.08,0,0.04,0.92,2.49,7.25
"LSB",2004,1.23,2.72,0.39,0.05,0,0,0,0,0.07,2.14,3.52,1.65,11.77
"LSB",2005,1.85,2.51,1.54,0.72,1.41,0.07,0,0.04,0.14,0.09,0.17,2.11,10.65
"LSB",2006,2.88,0.8,2.16,1.55,0.79,0,0,0,0,0.21,0.34,0.63,9.36
"LSB",2007,0.55,1.28,0.11,0.48,0.02,0,0,0,0.8,0.48,0.3,1.29,5.31
"LSB",2008,2.94,1.08,0,0.01,0.12,0,0,0,0,0.03,0.55,1.16,5.89
"LSB",2009,1.61,1.93,0.32,0.06,0.28,0.01,0,0,0.01,1.3,0.34,1.68,7.54
"LSB",2010,2.62,2.06,0.62,2.59,0.18,0.04,0,0,0,0.54,1.55,3.92,14.12
"LSB",2011,1.61,1.53,2.32,0.09,0.34,0.7,0,0,0,0.64,0.88,0.12,8.23
"LSB",2012,0.33,0.1,1.54,0.9,0,0.26,0,0,0.03,0.04,0.69,2.71,6.6
"LSB",2013,0.93,0.16,0.32,0.53,0,0,0,0,0,0.03,0.31,0.25,2.53
"LSB",2014,0.32,1.75,1.08,0.65,0,0,0,0,0,NA,NA,NA,3.8
"LSP",1990,8.91,8.05,4.92,3.29,5.49,0.3,0.06,0.16,1.18,1.3,1.87,2.36,37.89
"LSP",1991,1,4.19,28.6,3.38,5.63,2.42,0,0.5,0.16,5.48,4.67,4.72,60.75
"LSP",1992,2.74,15.34,5.94,2.57,0.1,3.72,0.25,0.02,0,8.29,1.62,21.28,61.87
"LSP",1993,22.5,15.35,9.99,4.72,5.22,2.82,0,0.43,0.08,2.85,4.93,9.33,78.22
"LSP",1994,3.68,11.86,1.72,4.72,2.91,0.32,0,0,2.18,0.79,15.17,13.62,56.97
"LSP",1995,34.42,2.65,34.38,12.52,8.55,3.44,0.26,0,0,0,1.79,18.53,116.54
"LSP",1996,19.12,19.69,10.55,8.74,12.57,0.62,0.32,0,1.64,2.63,11.49,42.86,130.23
"LSP",1997,33.75,2.22,3.55,2.8,1.24,3.17,0,0.71,0.69,4.4,9.56,6.93,69.02
"LSP",1998,22.9,24.53,9.68,9.04,8.44,1.65,0,0,1.6,1.85,16.99,6.94,103.62
"LSP",1999,15.05,21.84,7.36,5.3,2.16,0.49,0.44,0.43,0.05,3.55,6.78,1.7,65.15
"LSP",2000,20.92,24.81,4.11,3.58,4.06,1.09,0,0,1.73,6.45,2.18,4.26,73.19
"LSP",2001,5.97,11.51,4.54,7.39,0.23,0.35,0,0,0.72,1.77,12.8,20.87,66.15
"LSP",2002,6.5,5.75,11.97,2.5,2.34,0,0,0,0.07,0,11.21,25.12,65.46
